audio_file,video_file,caption,gram_volume,cosine_loss_sum,cosine_loss_lv,cosine_loss_la,cosine_loss_va
file_-BHvh-PUrw0_279.wav,file_-BHvh-PUrw0_279.mp4,"crow cawing",0.917164,2.379508,0.733621,0.694391,0.951496
file_0WWoK3G70Bw_30.wav,file_0WWoK3G70Bw_30.mp4,"ocean burbling",0.946203,2.440219,0.764886,0.776946,0.898386
file_0d--qR2htPQ_120.wav,file_0d--qR2htPQ_120.mp4,"sloshing water",0.938959,2.364624,0.794457,0.751509,0.818657
file_0UNRx4WNzw0_80.wav,file_0UNRx4WNzw0_80.mp4,"fire crackling",0.929558,2.322605,0.721426,0.781372,0.819807
file_0WhgdXwEOug_30.wav,file_0WhgdXwEOug_30.mp4,"male singing",0.937645,2.355085,0.768632,0.768019,0.818434
file_0_EUsss6HXY_80.wav,file_0_EUsss6HXY_80.mp4,"ocean burbling",0.956700,2.508259,0.877026,0.748992,0.882241
file_-471M-E0YHg_376.wav,file_-471M-E0YHg_376.mp4,"tractor digging",0.871586,2.117276,0.602336,0.693773,0.821167
file_0fM8awf1MmA_12.wav,file_0fM8awf1MmA_12.mp4,"striking pool",0.989307,2.764894,0.966647,0.883794,0.914453
file_0NQwdcBXaVI_13.wav,file_0NQwdcBXaVI_13.mp4,"bird squawking",0.955465,2.476568,0.817577,0.777999,0.880992
file_0sibb8NNLgM_30.wav,file_0sibb8NNLgM_30.mp4,"playing bass drum",0.878768,2.144336,0.587792,0.782708,0.773837
file_-_4pavKENfE_30.wav,file_-_4pavKENfE_30.mp4,"car passing by",0.899661,2.220282,0.635097,0.760479,0.824706
file_0kyeEtY-mnI_1.wav,file_0kyeEtY-mnI_1.mp4,"zebra braying",0.903230,2.272069,0.654533,0.729389,0.888147
file_-eGm8oWybA8_107.wav,file_-eGm8oWybA8_107.mp4,"train whistling",0.894038,2.283997,0.662856,0.689100,0.932042
file_-DvBRaivb3g_56.wav,file_-DvBRaivb3g_56.mp4,"striking pool",0.940702,2.380322,0.742565,0.824792,0.812965
file_0vqhg7bEjA8_19.wav,file_0vqhg7bEjA8_19.mp4,"gibbon howling",0.945753,2.448619,0.752149,0.786623,0.909847
file_0f2wI8Ywpfs_85.wav,file_0f2wI8Ywpfs_85.mp4,"playing bongo",0.875037,2.072673,0.648060,0.746551,0.678061
file_-czkueqmw4w_42.wav,file_-czkueqmw4w_42.mp4,"playing harmonica",0.834356,2.078587,0.538405,0.662463,0.877719
file_0hjGGwKJYMM_50.wav,file_0hjGGwKJYMM_50.mp4,"playing timpani",0.898001,2.370656,0.585231,0.839246,0.946178
file_0um2ui52eyo_60.wav,file_0um2ui52eyo_60.mp4,"toilet flushing",0.852082,2.019070,0.613344,0.626553,0.779173
file_0_LNki_ktE0_30.wav,file_0_LNki_ktE0_30.mp4,"motorboat, speedboat acceleration",0.873119,2.229486,0.551120,0.787759,0.890608
file_0lDi5WzL3Wk_0.wav,file_0lDi5WzL3Wk_0.mp4,"driving buses",0.885685,2.258801,0.589306,0.762547,0.906947
file_0MexrFIq30k_1082.wav,file_0MexrFIq30k_1082.mp4,"mouse pattering",0.964031,2.556746,0.910337,0.874333,0.772075
file_0q5QKW8TOUA_6.wav,file_0q5QKW8TOUA_6.mp4,"engine accelerating, revving, vroom",0.978384,2.626884,0.873949,0.867010,0.885925
file_-E1zyCQE3es_30.wav,file_-E1zyCQE3es_30.mp4,"playing acoustic guitar",0.857216,2.050796,0.578732,0.686183,0.785881
file_0jnJA3sYNpo_472.wav,file_0jnJA3sYNpo_472.mp4,"squishing water",0.942823,2.473419,0.802821,0.725911,0.944688
file_0TDMZc68X10_200.wav,file_0TDMZc68X10_200.mp4,"playing marimba, xylophone",0.921060,2.348994,0.653733,0.824880,0.870381
file_0hKJhmgR5yY_141.wav,file_0hKJhmgR5yY_141.mp4,"church bell ringing",0.954738,2.472956,0.781311,0.807897,0.883747
file_0hswid2buZs_30.wav,file_0hswid2buZs_30.mp4,"female singing",0.897494,2.171932,0.659031,0.751668,0.761233
file_0wdY2gvGLcQ_64.wav,file_0wdY2gvGLcQ_64.mp4,"dog baying",0.890172,2.226235,0.782586,0.594924,0.848725
file_-3F84DMR4fA_3.wav,file_-3F84DMR4fA_3.mp4,"parrot talking",0.828124,1.983961,0.528226,0.660387,0.795348
file_0weo4vLAvAg_0.wav,file_0weo4vLAvAg_0.mp4,"playing double bass",0.847249,1.994324,0.567311,0.688296,0.738718
file_0FjrveIENzI_20.wav,file_0FjrveIENzI_20.mp4,"people shuffling",0.979118,2.645142,0.864417,0.921224,0.859501
file_0fTwdhslb6E_1.wav,file_0fTwdhslb6E_1.mp4,"sheep bleating",0.913680,2.248231,0.696998,0.740612,0.810622
file_0_g41wpPBTI_320.wav,file_0_g41wpPBTI_320.mp4,"people clapping",0.878733,2.200272,0.585856,0.740036,0.874380
file_-8Nvvo3qM-A_30.wav,file_-8Nvvo3qM-A_30.mp4,"toilet flushing",0.839904,1.993895,0.576853,0.630133,0.786909
file_0KImWsM9kCg_115.wav,file_0KImWsM9kCg_115.mp4,"playing timpani",0.848705,1.997613,0.580798,0.665587,0.751228
file_-2JAK9CdWvY_435.wav,file_-2JAK9CdWvY_435.mp4,"slot machine",0.826372,2.150766,0.477691,0.758009,0.915066
file_0HvEfpXl5WU_472.wav,file_0HvEfpXl5WU_472.mp4,"basketball bounce",0.883551,2.149048,0.604891,0.760411,0.783746
file_0Uxv0GlU25M_29.wav,file_0Uxv0GlU25M_29.mp4,"tapping guitar",0.878508,2.202129,0.564262,0.840674,0.797192
file_0uCTBlsIS0M_30.wav,file_0uCTBlsIS0M_30.mp4,"male singing",0.943346,2.402024,0.756229,0.786838,0.858957
file_0R6jogQYIQw_75.wav,file_0R6jogQYIQw_75.mp4,"scuba diving",0.828166,2.091409,0.484008,0.744595,0.862806
file_0rJL5ipcvRk_65.wav,file_0rJL5ipcvRk_65.mp4,"rope skipping",0.967693,2.540897,0.830295,0.854509,0.856093
file_0ua6AnyVwbk_36.wav,file_0ua6AnyVwbk_36.mp4,"disc scratching",0.901618,2.179063,0.694891,0.717755,0.766417
file_-DHGwygUsQc_30.wav,file_-DHGwygUsQc_30.mp4,"skateboarding",0.854099,2.003092,0.591781,0.683926,0.727385
file_0KPXk6egajs_129.wav,file_0KPXk6egajs_129.mp4,"playing tambourine",0.944199,2.399231,0.824162,0.750868,0.824201
file_0MpeArTdYlQ_505.wav,file_0MpeArTdYlQ_505.mp4,"playing table tennis",0.841411,2.057510,0.511742,0.756093,0.789675
file_0MJ9_SLMq9Y_99.wav,file_0MJ9_SLMq9Y_99.mp4,"playing theremin",0.968498,2.562683,0.817983,0.841673,0.903027
file_0mNO54fXkoI_43.wav,file_0mNO54fXkoI_43.mp4,"cricket chirping",0.873097,2.232966,0.608698,0.689838,0.934430
file_-agadk426xM_40.wav,file_-agadk426xM_40.mp4,"people battle cry",0.984920,2.704796,0.880666,0.881646,0.942485
file_0gkY8t5O7_A_30.wav,file_0gkY8t5O7_A_30.mp4,"playing acoustic guitar",0.873885,2.201854,0.554307,0.790227,0.857320
file_0oEs4Hq2Ni0_17.wav,file_0oEs4Hq2Ni0_17.mp4,"tractor digging",0.850391,2.098036,0.531462,0.733135,0.833439
file_0UwGAkxjR8c_821.wav,file_0UwGAkxjR8c_821.mp4,"people slurping",0.980320,2.763517,0.881514,0.849334,1.032669
file_0qhLBcvreA8_7.wav,file_0qhLBcvreA8_7.mp4,"ambulance siren",0.919895,2.292788,0.697474,0.753161,0.842152
file_0n3SVg485_c_85.wav,file_0n3SVg485_c_85.mp4,"missile launch",0.951341,2.468408,0.836553,0.745485,0.886370
file_0-P5T-NnLS4_63.wav,file_0-P5T-NnLS4_63.mp4,"pig oinking",0.843713,1.942726,0.610329,0.655895,0.676502
file_-_Ayj06VeIk_10.wav,file_-_Ayj06VeIk_10.mp4,"race car, auto racing",0.961659,2.503917,0.798941,0.849695,0.855281
file_0P01HpD3Hsg_30.wav,file_0P01HpD3Hsg_30.mp4,"wind noise",0.956943,2.521714,0.820332,0.769887,0.931494
file_0Q_7xy0xo18_30.wav,file_0Q_7xy0xo18_30.mp4,"playing electric guitar",0.878038,2.157915,0.593060,0.731490,0.833364
file_-acd3COb0JA_53.wav,file_-acd3COb0JA_53.mp4,"mouse squeaking",0.898233,2.314868,0.648032,0.722393,0.944443
file_-bNdPoY9lK4_571.wav,file_-bNdPoY9lK4_571.mp4,"bowling impact",0.855957,2.124447,0.558718,0.699728,0.866001
file_-ECRgvDx4xc_30.wav,file_-ECRgvDx4xc_30.mp4,"playing banjo",0.889008,2.142706,0.642907,0.724712,0.775087
file_-_9NSq4U3nw_298.wav,file_-_9NSq4U3nw_298.mp4,"playing acoustic guitar",0.871336,2.152038,0.559130,0.791300,0.801609
file_0Tb3_g47768_28.wav,file_0Tb3_g47768_28.mp4,"wind noise",0.941691,2.445407,0.816408,0.715231,0.913768
file_0Fdic9NOoYs_30.wav,file_0Fdic9NOoYs_30.mp4,"people crowd",0.932390,2.330484,0.763316,0.748021,0.819148
file_-6A2L1U9b5Y_54.wav,file_-6A2L1U9b5Y_54.mp4,"driving motorcycle",0.913632,2.235241,0.708065,0.744910,0.782267
file_0vyVxyj7QRM_8.wav,file_0vyVxyj7QRM_8.mp4,"playing didgeridoo",0.896528,2.161158,0.679710,0.711429,0.770019
file_0Rn7c24eIeM_40.wav,file_0Rn7c24eIeM_40.mp4,"playing harpsichord",0.854226,2.052482,0.584747,0.660993,0.806742
file_0U_ytdBQKuU_69.wav,file_0U_ytdBQKuU_69.mp4,"woodpecker pecking tree",0.829931,2.054591,0.500573,0.713739,0.840279
file_0fyutS3FMb4_127.wav,file_0fyutS3FMb4_127.mp4,"playing table tennis",0.820698,1.963820,0.508785,0.670752,0.784284
file_0UVybxVapyA_100.wav,file_0UVybxVapyA_100.mp4,"fireworks banging",0.852459,2.080779,0.565356,0.678459,0.836963
file_-6gTdk2aofg_16.wav,file_-6gTdk2aofg_16.mp4,"driving snowmobile",0.837745,2.095432,0.490202,0.808136,0.797095
file_0egAeta6g1U_43.wav,file_0egAeta6g1U_43.mp4,"playing volleyball",0.908784,2.295940,0.626128,0.843460,0.826353
file_0rDaP06do8c_92.wav,file_0rDaP06do8c_92.mp4,"striking bowling",0.833820,2.065005,0.508902,0.710945,0.845158
file_-7cMtsWTtnQ_200.wav,file_-7cMtsWTtnQ_200.mp4,"people clapping",0.863799,2.094753,0.612560,0.652829,0.829364
file_-88W59dB47w_30.wav,file_-88W59dB47w_30.mp4,"female speech, woman speaking",0.903645,2.225279,0.666714,0.726652,0.831913
file_-1GJQ3c94jQ_97.wav,file_-1GJQ3c94jQ_97.mp4,"cat growling",0.880634,2.152884,0.678497,0.635384,0.839003
file_0WZ3aV7YfSM_50.wav,file_0WZ3aV7YfSM_50.mp4,"child speech, kid speaking",0.883167,2.108860,0.649585,0.700706,0.758569
file_0NQmuVuTD8I_519.wav,file_0NQmuVuTD8I_519.mp4,"striking pool",0.951768,2.451153,0.758600,0.844262,0.848291
file_0OnipS0ueAs_27.wav,file_0OnipS0ueAs_27.mp4,"pheasant crowing",0.878044,2.106096,0.618778,0.714254,0.773064
file_-39y2CnhAsU_115.wav,file_-39y2CnhAsU_115.mp4,"sea waves",0.933362,2.477715,0.656496,0.899230,0.921988
file_0qCvekeAHkc_210.wav,file_0qCvekeAHkc_210.mp4,"people coughing",0.946266,2.427112,0.876371,0.755857,0.794884
file_-9k2Z_hxYpU_130.wav,file_-9k2Z_hxYpU_130.mp4,"helicopter",0.978451,2.654623,0.861160,0.849931,0.943532
file_-cFtW3vHaE8_152.wav,file_-cFtW3vHaE8_152.mp4,"lathe spinning",0.865841,2.186737,0.581757,0.699643,0.905337
file_-D19yRsucZ0_30.wav,file_-D19yRsucZ0_30.mp4,"child singing",0.888884,2.123758,0.697431,0.676116,0.750211
file_0ui-wXioiWs_761.wav,file_0ui-wXioiWs_761.mp4,"playing table tennis",0.848927,2.100450,0.527461,0.734565,0.838424
file_0i64ZMyyqUo_19.wav,file_0i64ZMyyqUo_19.mp4,"vehicle horn, car horn, honking",0.937477,2.472617,0.770369,0.733097,0.969151
file_0VRrI30BCc4_30.wav,file_0VRrI30BCc4_30.mp4,"singing choir",0.875033,2.160001,0.599142,0.705192,0.855667
file_0S1QlO3T-bI_30.wav,file_0S1QlO3T-bI_30.mp4,"ocean burbling",0.916775,2.305627,0.731564,0.695822,0.878241
file_-cr9mhpfhtQ_14.wav,file_-cr9mhpfhtQ_14.mp4,"playing hammond organ",0.838333,1.979250,0.543006,0.691501,0.744743
file_0wVUKsMohpU_705.wav,file_0wVUKsMohpU_705.mp4,"playing synthesizer",0.854478,2.013777,0.578616,0.716946,0.718216
file_0dPvz-Qifaw_10.wav,file_0dPvz-Qifaw_10.mp4,"splashing water",0.932683,2.323984,0.772241,0.792071,0.759672
file_0PHUQku2P5I_50.wav,file_0PHUQku2P5I_50.mp4,"singing choir",0.941219,2.403133,0.732233,0.802490,0.868411
file_0UxedyHm80Y_30.wav,file_0UxedyHm80Y_30.mp4,"playing acoustic guitar",0.855129,2.124513,0.538568,0.735461,0.850484
file_-cnIMz7PNog_99.wav,file_-cnIMz7PNog_99.mp4,"train horning",0.934343,2.434316,0.918828,0.681515,0.833973
file_0rqsJxfvV-k_464.wav,file_0rqsJxfvV-k_464.mp4,"police radio chatter",0.860104,2.109787,0.657098,0.598026,0.854663
file_-eIobtpEHOM_30.wav,file_-eIobtpEHOM_30.mp4,"male singing",0.958542,2.556143,0.893155,0.738702,0.924285
file_0SgUQXnTHlU_245.wav,file_0SgUQXnTHlU_245.mp4,"tapping guitar",0.861578,2.083486,0.564976,0.727209,0.791301
file_-bKm6q-eipI_30.wav,file_-bKm6q-eipI_30.mp4,"male speech, man speaking",0.951648,2.435723,0.784040,0.834086,0.817597
file_0HD2X309dlw_33.wav,file_0HD2X309dlw_33.mp4,"sea waves",0.928546,2.515140,0.671681,0.831187,1.012272
file_-b_CaC9S5PY_12.wav,file_-b_CaC9S5PY_12.mp4,"playing badminton",0.826150,1.956488,0.515820,0.692147,0.748521
file_0EKHq2tskvQ_42.wav,file_0EKHq2tskvQ_42.mp4,"playing vibraphone",0.885471,2.119750,0.646320,0.715249,0.758182
file_0TqOnQyMK_Q_114.wav,file_0TqOnQyMK_Q_114.mp4,"lions roaring",0.842528,2.027633,0.574705,0.636115,0.816813
file_0viwV_cf8CA_0.wav,file_0viwV_cf8CA_0.mp4,"francolin calling",0.980995,2.651007,0.883981,0.874071,0.892955
file_0LaTmJEM0d8_120.wav,file_0LaTmJEM0d8_120.mp4,"tapping guitar",0.887433,2.251089,0.572482,0.832706,0.845901
file_0rCLyiSyJxA_15.wav,file_0rCLyiSyJxA_15.mp4,"people marching",0.915428,2.394002,0.654684,0.782364,0.956955
file_-93ZUEWxPkc_164.wav,file_-93ZUEWxPkc_164.mp4,"playing steel guitar, slide guitar",0.909832,2.253010,0.654556,0.793005,0.805449
file_--56QUhyDQM_185.wav,file_--56QUhyDQM_185.mp4,"playing tennis",0.919482,2.444284,0.620146,0.896441,0.927698
file_-7-qu1Ma5T4_13.wav,file_-7-qu1Ma5T4_13.mp4,"elephant trumpeting",0.917906,2.370155,0.634813,0.841612,0.893729
file_-4TJHvjsYrE_30.wav,file_-4TJHvjsYrE_30.mp4,"playing flute",0.847619,2.033238,0.539253,0.738407,0.755578
file_0rhb_K228gA_105.wav,file_0rhb_K228gA_105.mp4,"dog howling",0.865736,2.214775,0.675067,0.603414,0.936293
file_-BXq35CKegE_70.wav,file_-BXq35CKegE_70.mp4,"playing marimba, xylophone",0.878686,2.184965,0.572254,0.779707,0.833004
file_0q9v-2xiOhA_79.wav,file_0q9v-2xiOhA_79.mp4,"francolin calling",0.980646,2.655815,0.911876,0.854391,0.889548
file_0H_25TF7yTM_1.wav,file_0H_25TF7yTM_1.mp4,"eagle screaming",0.938648,2.388108,0.869114,0.783174,0.735820
file_0R1fT3JV2Yw_15.wav,file_0R1fT3JV2Yw_15.mp4,"horse neighing",0.870295,2.170360,0.703362,0.588287,0.878711
file_0Rl8HQoTQBc_30.wav,file_0Rl8HQoTQBc_30.mp4,"people whistling",0.967289,2.545956,0.866270,0.809936,0.869750
file_0f2M2uSEj18_159.wav,file_0f2M2uSEj18_159.mp4,"playing hammond organ",0.856977,2.026011,0.585275,0.693367,0.747368
file_0gQN6QrjIWs_18.wav,file_0gQN6QrjIWs_18.mp4,"playing electric guitar",0.861066,2.057323,0.587020,0.690398,0.779905
file_-3M-k4nIYIM_30.wav,file_-3M-k4nIYIM_30.mp4,"car passing by",0.927659,2.299750,0.740247,0.771801,0.787702
file_0nDARh773FA_78.wav,file_0nDARh773FA_78.mp4,"squishing water",0.953487,2.463362,0.763989,0.833623,0.865749
file_-3usm60vq2g_240.wav,file_-3usm60vq2g_240.mp4,"hammering nails",0.885483,2.179280,0.626731,0.705262,0.847287
file_0VZo-AO9k_I_95.wav,file_0VZo-AO9k_I_95.mp4,"playing didgeridoo",0.918057,2.267992,0.692171,0.780524,0.795297
file_0e4deCb8gRQ_30.wav,file_0e4deCb8gRQ_30.mp4,"thunder",0.854714,2.095780,0.624208,0.613580,0.857993
file_0nvBTp-q7tU_112.wav,file_0nvBTp-q7tU_112.mp4,"driving snowmobile",0.931844,2.353434,0.731447,0.757404,0.864583
file_-25e5qcELvw_21.wav,file_-25e5qcELvw_21.mp4,"printer printing",0.934594,2.459138,0.664944,0.888664,0.905530
file_0-MW0fw9CVM_727.wav,file_0-MW0fw9CVM_727.mp4,"arc welding",0.888548,2.300322,0.611628,0.740383,0.948312
file_0RErtaHpbF8_150.wav,file_0RErtaHpbF8_150.mp4,"playing harmonica",0.888355,2.164404,0.660867,0.678519,0.825018
file_0PkWGQNub0k_8.wav,file_0PkWGQNub0k_8.mp4,"wind noise",0.936343,2.394241,0.790567,0.717238,0.886436
file_0jxMP_iGilI_150.wav,file_0jxMP_iGilI_150.mp4,"playing acoustic guitar",0.889198,2.149623,0.631736,0.769232,0.748656
file_0JeCYvgQEtg_0.wav,file_0JeCYvgQEtg_0.mp4,"subway, metro, underground",0.888127,2.221104,0.600173,0.756186,0.864745
file_0dxxgy3H8sQ_459.wav,file_0dxxgy3H8sQ_459.mp4,"train horning",0.954560,2.459374,0.790551,0.808743,0.860079
file_-9vW9OhXx4Y_0.wav,file_-9vW9OhXx4Y_0.mp4,"playing ukulele",0.949824,2.499550,0.820032,0.740323,0.939196
file_0nbon-ub-cc_229.wav,file_0nbon-ub-cc_229.mp4,"driving snowmobile",0.848593,2.045472,0.536143,0.746682,0.762647
file_-4rdRn-FRXo_30.wav,file_-4rdRn-FRXo_30.mp4,"female singing",0.867034,2.105206,0.589162,0.697110,0.818933
file_0-dwett6SGw_6.wav,file_0-dwett6SGw_6.mp4,"duck quacking",0.835545,1.968542,0.574599,0.623539,0.770404
file_-AVhkXHqHUM_263.wav,file_-AVhkXHqHUM_263.mp4,"opening or closing car doors",0.966060,2.626660,0.759159,0.904942,0.962559
file_0rOymB-hgC4_30.wav,file_0rOymB-hgC4_30.mp4,"female speech, woman speaking",0.895667,2.278878,0.674670,0.680654,0.923554
file_0l7iJNW1sBI_65.wav,file_0l7iJNW1sBI_65.mp4,"cattle, bovinae cowbell",0.901882,2.201395,0.690448,0.699458,0.811488
file_0sKuwJFDM0g_30.wav,file_0sKuwJFDM0g_30.mp4,"playing banjo",0.811323,1.925241,0.503922,0.649241,0.772078
file_0jQPB-ubZwI_244.wav,file_0jQPB-ubZwI_244.mp4,"playing bass drum",0.899133,2.336999,0.585854,0.849641,0.901503
file_-AcqQaMksYc_8.wav,file_-AcqQaMksYc_8.mp4,"fire truck siren",0.853543,1.995091,0.608695,0.656464,0.729931
file_-4ano7snqlI_30.wav,file_-4ano7snqlI_30.mp4,"motorboat, speedboat acceleration",0.894380,2.168805,0.643792,0.747923,0.777090
file_0fM3KsrIA30_428.wav,file_0fM3KsrIA30_428.mp4,"squishing water",0.979085,2.655976,0.847205,0.871095,0.937676
file_0h3Xyfj3FeA_30.wav,file_0h3Xyfj3FeA_30.mp4,"playing electric guitar",0.910803,2.307533,0.647927,0.772286,0.887320
file_0pi-eg5KBFw_200.wav,file_0pi-eg5KBFw_200.mp4,"playing synthesizer",0.931062,2.382030,0.679628,0.863360,0.839042
file_-cU44hzuMJ4_140.wav,file_-cU44hzuMJ4_140.mp4,"race car, auto racing",0.887845,2.247305,0.575043,0.845689,0.826573
file_0KAeUAAoVnY_143.wav,file_0KAeUAAoVnY_143.mp4,"firing muskets",0.975716,2.702304,0.799445,0.910690,0.992169
file_-DPpAs6owBI_65.wav,file_-DPpAs6owBI_65.mp4,"people burping",0.966104,2.563803,0.869508,0.784109,0.910186
file_0RFEHUrGOP0_170.wav,file_0RFEHUrGOP0_170.mp4,"playing acoustic guitar",0.897282,2.311101,0.588171,0.830514,0.892416
file_0wAN5P5HYZc_169.wav,file_0wAN5P5HYZc_169.mp4,"basketball bounce",0.844751,1.960094,0.585274,0.684672,0.690148
file_0e_Ki1qvF7Q_62.wav,file_0e_Ki1qvF7Q_62.mp4,"people sneezing",0.954487,2.466245,0.809738,0.782486,0.874021
file_-10VmSN3WzE_218.wav,file_-10VmSN3WzE_218.mp4,"playing tabla",0.916256,2.252627,0.698580,0.769288,0.784759
file_-bxu7eXtSaE_109.wav,file_-bxu7eXtSaE_109.mp4,"lawn mowing",0.846524,2.141942,0.508313,0.766587,0.867042
file_-d3i0xDMWWE_370.wav,file_-d3i0xDMWWE_370.mp4,"playing trombone",0.825447,1.902589,0.547592,0.681910,0.673087
file_0lPcHRhXlWk_30.wav,file_0lPcHRhXlWk_30.mp4,"driving buses",0.880521,2.154964,0.597953,0.739028,0.817983
file_0wWjS9ZNads_17.wav,file_0wWjS9ZNads_17.mp4,"sailing",0.941338,2.374779,0.761671,0.800967,0.812140
file_-2pb2WUxF5Q_50.wav,file_-2pb2WUxF5Q_50.mp4,"police radio chatter",0.973654,2.590174,0.871172,0.838369,0.880633
file_-0WfESRV74k_0.wav,file_-0WfESRV74k_0.mp4,"raining",0.934672,2.423564,0.921152,0.804530,0.697883
file_0wdcRK_4fJY_100.wav,file_0wdcRK_4fJY_100.mp4,"people screaming",0.962262,2.550822,0.864022,0.767221,0.919579
file_0i3KQ7BXMKo_47.wav,file_0i3KQ7BXMKo_47.mp4,"playing ukulele",0.855210,2.028965,0.572672,0.749976,0.706317
file_0W_gYR6p-D0_30.wav,file_0W_gYR6p-D0_30.mp4,"cat meowing",0.854784,2.107583,0.606693,0.632011,0.868878
file_0HHcZtiemS8_160.wav,file_0HHcZtiemS8_160.mp4,"frog croaking",0.890415,2.282035,0.600328,0.762891,0.918816
file_-2k4RLnPDbo_333.wav,file_-2k4RLnPDbo_333.mp4,"playing clarinet",0.882944,2.183576,0.592135,0.755145,0.836296
file_0sNNsvUPBVo_43.wav,file_0sNNsvUPBVo_43.mp4,"playing erhu",0.931067,2.369817,0.779657,0.706656,0.883505
file_0OaHMbusU60_7.wav,file_0OaHMbusU60_7.mp4,"sloshing water",0.948506,2.501062,0.769950,0.776343,0.954769
file_-9i-cKl0Q6M_30.wav,file_-9i-cKl0Q6M_30.mp4,"male singing",0.894540,2.187082,0.649709,0.715750,0.821624
file_0JD2gXm73Sg_270.wav,file_0JD2gXm73Sg_270.mp4,"people whistling",0.953861,2.533453,0.899322,0.722176,0.911954
file_--DTR0_mIGI_32.wav,file_--DTR0_mIGI_32.mp4,"people battle cry",0.989862,2.811972,0.889742,0.912137,1.010093
file_-bd9p3LPUzw_102.wav,file_-bd9p3LPUzw_102.mp4,"people shuffling",0.968747,2.637653,0.768566,0.910856,0.958231
file_-dYOHMT3xN8_9.wav,file_-dYOHMT3xN8_9.mp4,"scuba diving",0.824263,2.036073,0.512061,0.671274,0.852738
file_0Sb-RvvsaAw_146.wav,file_0Sb-RvvsaAw_146.mp4,"horse clip-clop",0.939461,2.393138,0.751204,0.766690,0.875243
file_0MIEAEOC-cY_30.wav,file_0MIEAEOC-cY_30.mp4,"playing acoustic guitar",0.882237,2.200813,0.577646,0.783385,0.839781
file_0drMblLrSaE_65.wav,file_0drMblLrSaE_65.mp4,"lathe spinning",0.884487,2.269777,0.561125,0.833436,0.875216
file_0Tuw2C-vln4_30.wav,file_0Tuw2C-vln4_30.mp4,"female singing",0.892635,2.185519,0.723011,0.638354,0.824154
file_0jJg8srMMCk_284.wav,file_0jJg8srMMCk_284.mp4,"tractor digging",0.787367,1.838250,0.468986,0.645080,0.724184
file_-bzPpAdXkOU_341.wav,file_-bzPpAdXkOU_341.mp4,"playing harp",0.850242,2.042429,0.560309,0.686333,0.795787
file_0Upm6kw8dxE_30.wav,file_0Upm6kw8dxE_30.mp4,"pig oinking",0.868445,2.073666,0.616056,0.675813,0.781797
file_0tNhTJc9hPk_30.wav,file_0tNhTJc9hPk_30.mp4,"dog bow-wow",0.946040,2.415276,0.751140,0.815205,0.848931
file_0m9-5BkL4Mc_30.wav,file_0m9-5BkL4Mc_30.mp4,"child singing",0.851823,2.007333,0.629677,0.614066,0.763589
file_0tw6feOOTXI_18.wav,file_0tw6feOOTXI_18.mp4,"crow cawing",0.872508,2.068431,0.662279,0.648752,0.757401
file_0R3RaW4G5p4_30.wav,file_0R3RaW4G5p4_30.mp4,"playing hammond organ",0.831744,1.984431,0.516333,0.713704,0.754394
file_-dWmutw0zmE_349.wav,file_-dWmutw0zmE_349.mp4,"ice cream truck, ice cream van",0.985723,2.780242,0.835795,0.978693,0.965755
file_0dh-PjhhN9U_30.wav,file_0dh-PjhhN9U_30.mp4,"female speech, woman speaking",0.917369,2.266431,0.690080,0.774969,0.801383
file_0n5TgoMk6Dw_30.wav,file_0n5TgoMk6Dw_30.mp4,"playing cymbal",0.847132,1.984500,0.579118,0.671042,0.734340
file_-3tQW7Zhl9U_380.wav,file_-3tQW7Zhl9U_380.mp4,"helicopter",0.843095,2.095254,0.529425,0.705009,0.860820
file_0NDdfOUfupI_30.wav,file_0NDdfOUfupI_30.mp4,"playing flute",0.866205,2.068691,0.610862,0.673668,0.784161
file_0sik1fn1ulQ_246.wav,file_0sik1fn1ulQ_246.mp4,"wind chime",0.930903,2.333758,0.719213,0.786094,0.828451
file_-3YMCZ2AWW0_30.wav,file_-3YMCZ2AWW0_30.mp4,"waterfall burbling",0.902033,2.290995,0.649717,0.730720,0.910558
file_-011qJFjM4M_56.wav,file_-011qJFjM4M_56.mp4,"dog growling",0.902186,2.343481,0.704858,0.676368,0.962255
file_0rjqUCB5bSo_0.wav,file_0rjqUCB5bSo_0.mp4,"lions growling",0.806773,1.941507,0.515008,0.614083,0.812415
file_0M9NVhkm_DY_484.wav,file_0M9NVhkm_DY_484.mp4,"dinosaurs bellowing",0.861932,2.116738,0.606969,0.651697,0.858072
file_-4p4JPT4yaU_118.wav,file_-4p4JPT4yaU_118.mp4,"playing theremin",0.940767,2.498319,0.888793,0.929958,0.679568
file_0PbImn6M0hw_30.wav,file_0PbImn6M0hw_30.mp4,"people running",0.872808,2.068726,0.661653,0.650884,0.756189
file_-3GsMfOpuRM_145.wav,file_-3GsMfOpuRM_145.mp4,"tapping guitar",0.832967,1.915751,0.572976,0.666475,0.676301
file_-awIyiZCQzc_30.wav,file_-awIyiZCQzc_30.mp4,"playing acoustic guitar",0.860770,2.145996,0.531413,0.804003,0.810579
file_0q9FUj_2qMc_539.wav,file_0q9FUj_2qMc_539.mp4,"hedge trimmer running",0.903392,2.298006,0.615334,0.799126,0.883545
file_0DsBWQBOMc4_0.wav,file_0DsBWQBOMc4_0.mp4,"scuba diving",0.850988,2.229771,0.519491,0.766760,0.943521
